amount,transaction_hour,account_age_days,num_prev_transactions,is_foreign,is_high_risk_country,has_chargeback_history,fraud_label
2258.79,7,232,357,1,0,0,0
266.31,3,1904,474,0,1,0,0
3944.55,15,123,96,1,0,1,1
3899.19,16,605,110,1,0,1,1
696.81,11,827,439,1,1,0,0
735.12,0,2448,177,1,1,0,1
4131.8,21,1753,116,0,1,0,0
3286.05,0,3731,365,1,0,0,1
1361.97,14,3761,494,1,0,1,0
1509.55,10,3370,10,0,1,1,0
40.06,5,406,480,0,0,0,0
173.08,7,3212,56,0,1,0,0
1105.54,9,1313,152,0,0,1,0
119.56,2,50,361,1,1,1,1
1232.71,7,656,366,0,0,1,0
1441.13,2,2129,387,1,0,1,1
4985.79,9,844,493,1,1,0,1
1295.72,2,2495,476,0,1,1,1
4040.05,6,1049,318,0,1,0,0
975.36,2,1768,403,0,1,0,0
2083.99,5,87,213,0,0,1,0
1946.59,11,2874,209,0,0,1,0
2078.93,17,2444,164,1,0,1,0
327.17,6,3905,105,1,0,1,0
4778.66,14,2596,436,0,0,1,0
4940.56,14,2693,300,1,1,0,1
3632.06,9,2135,46,0,0,1,0
4095.06,22,2368,209,1,0,0,0
940.63,5,3715,144,0,1,0,0
2298.7,18,2572,58,0,1,0,0
1956.0,21,1260,220,0,0,1,0
1890.05,20,3141,111,1,1,0,0
422.48,5,2166,494,0,1,1,0
1599.09,18,1472,104,0,0,0,0
779.9,10,3083,63,1,1,1,1
3170.32,0,3421,80,0,0,0,0
997.25,1,2575,291,0,0,1,0
899.04,16,2795,477,1,1,0,0
4338.84,22,2160,58,0,1,0,0
4352.05,10,3817,497,1,0,1,1
347.04,15,3867,135,1,1,0,0
2325.63,8,2493,115,1,1,1,1
3091.29,14,2265,220,0,0,1,0
4204.31,1,1135,245,0,1,0,1
670.09,0,2220,333,1,0,0,0
944.87,21,212,417,0,1,0,0
2357.95,14,3030,272,1,0,0,0
1106.91,5,1981,352,0,1,1,0
837.78,23,2406,369,0,0,1,0
3575.16,7,3458,443,1,0,1,1
3482.29,0,304,47,0,1,1,1
2065.37,6,146,375,1,0,1,0
1338.74,22,2532,87,1,1,1,1
4055.99,20,108,330,1,0,1,1
4325.44,16,1161,357,1,1,0,1
1342.76,23,2754,319,0,0,1,0
1539.06,12,1229,170,0,0,0,0
4718.58,20,2035,226,1,1,1,1
783.83,3,399,92,1,0,0,0
1795.81,23,2058,254,0,0,1,0
322.28,3,3207,454,0,0,1,0
3716.09,12,3132,128,0,0,0,0
4186.28,10,2314,333,1,0,0,0
2084.26,6,3960,267,1,0,0,0
4552.14,7,1878,232,0,1,1,1
4871.08,9,2019,136,1,1,0,1
2475.89,8,2879,193,0,1,0,0
1184.98,9,1013,383,1,0,1,0
1554.7,4,1217,26,0,1,1,1
1634.3,1,1101,16,0,0,0,0
4208.81,15,2788,17,0,0,1,0
4409.43,23,337,287,0,1,1,1
17.36,19,198,358,0,1,0,0
2959.54,15,2359,114,1,1,0,1
1820.45,2,1439,436,0,0,1,0
1920.64,17,3948,158,1,1,1,1
874.08,21,3805,89,0,0,1,0
3940.85,10,2397,343,0,0,1,0
2659.85,5,2828,264,0,0,1,0
868.53,6,351,127,0,0,1,0
4891.62,7,1028,206,0,0,1,0
2337.93,6,140,184,0,1,1,0
4442.04,7,2593,89,1,0,0,0
4543.31,0,2567,406,1,1,0,1
4508.72,22,208,54,0,1,0,0
4589.72,6,3669,369,1,1,1,1
1651.39,7,2727,102,1,1,0,0
1738.99,16,887,159,0,1,0,0
1193.19,22,2262,479,1,1,1,1
4676.26,2,2963,34,0,0,0,0
4721.92,2,1136,119,1,0,0,1
2080.02,22,3696,93,0,1,0,0
3755.95,21,3392,196,1,0,1,1
804.16,16,3733,288,0,1,1,0
2125.25,22,744,210,0,0,0,0
720.56,5,25,481,1,1,0,1
3886.31,16,626,238,0,0,0,0
1476.33,3,3026,309,1,0,0,0
3331.61,18,3291,432,0,0,1,0
4799.07,6,3573,436,1,1,1,1
3961.6,20,92,407,0,1,0,0
4010.52,3,2580,200,0,1,1,1
1013.71,21,2543,380,1,1,1,1
1512.24,3,2686,482,0,0,1,0
1064.29,15,1234,100,1,1,0,0
741.2,14,1330,190,1,0,0,0
3407.73,10,3396,244,1,0,0,0
4203.2,0,148,339,1,0,1,1
4286.18,2,1541,46,0,1,0,1
517.13,23,1255,80,1,0,0,0
853.46,0,3032,41,1,0,0,0
3320.01,17,2883,342,1,0,1,1
3576.34,4,3485,124,0,1,0,1
4678.65,20,514,67,0,0,1,0
4540.07,21,461,459,0,1,0,0
359.52,7,1473,474,0,1,0,0
4946.51,15,1116,474,0,0,0,0
436.24,14,349,322,1,1,0,0
1018.61,11,2709,353,1,1,1,1
2969.26,20,2336,479,0,1,0,0
3412.6,21,1128,83,0,1,0,0
1669.69,8,2481,191,0,1,1,0
2377.61,15,3063,17,1,1,0,0
3451.78,21,855,461,1,0,0,0
714.48,19,666,254,0,1,1,0
1956.63,21,3458,28,1,0,0,0
4642.92,0,271,395,0,1,0,1
698.29,6,2895,250,1,1,0,0
1749.51,21,1846,428,1,1,0,0
3635.6,6,3806,31,1,0,1,1
1625.38,20,3751,110,0,0,0,0
1025.98,16,22,484,0,1,0,0
3477.6,13,64,188,0,1,1,1
3356.2,21,127,437,0,0,0,0
3188.45,10,1080,399,0,1,0,0
3974.36,1,968,231,0,1,1,1
3934.91,17,427,375,1,1,0,1
4706.61,9,1068,357,1,0,0,0
3255.18,18,1011,306,1,0,0,0
2011.79,15,35,72,1,0,1,1
201.96,18,3909,373,0,0,1,0
1606.54,20,3460,338,0,0,1,0
184.04,16,1153,49,1,1,1,1
417.15,1,788,351,0,1,0,0
161.63,5,968,227,1,1,1,1
4337.54,14,2200,268,0,0,0,0
3024.55,5,631,338,0,0,1,0
4005.07,6,3478,48,0,0,1,0
1122.45,6,1835,491,0,1,0,0
14.56,23,2589,404,0,0,0,0
4220.96,5,1120,406,0,1,0,0
2850.45,9,787,278,0,1,1,1
775.1,4,3335,8,0,1,1,1
1621.44,19,13,100,1,0,1,1
324.4,2,2995,236,0,0,1,0
3144.57,20,3059,176,0,1,0,0
4281.3,4,2637,290,0,1,1,1
628.26,16,2716,30,1,0,1,0
4191.52,23,1387,444,0,1,1,1
1697.22,4,3341,308,1,0,0,0
4091.29,19,2350,125,1,0,0,0
151.68,8,1755,341,1,0,1,0
3325.48,13,1537,152,0,1,0,0
1892.56,1,684,499,0,1,1,1
2551.7,21,2018,11,1,1,1,1
2206.38,9,3394,236,0,1,1,0
2808.32,22,3517,487,0,0,0,0
3128.71,9,3279,101,0,0,1,0
595.83,10,161,296,0,1,1,0
360.23,20,2951,31,0,1,1,0
1262.71,1,2026,360,1,1,1,1
1055.81,22,3027,46,1,0,0,0
1669.6,23,1645,341,1,0,1,0
3924.73,14,152,17,1,1,1,1
1958.25,1,963,73,0,0,0,0
3686.45,22,2991,304,0,0,0,0
4335.27,3,3353,361,1,1,1,1
4102.81,13,2767,348,1,0,1,1
4352.7,0,366,305,0,1,0,1
1376.16,16,3108,262,1,1,0,0
3123.18,5,743,55,0,0,1,0
3618.85,12,3384,473,0,0,0,0
4551.65,15,1412,303,1,1,0,1
2099.6,20,421,497,1,0,0,0
4826.56,3,2610,258,1,0,0,1
1513.96,8,1084,495,0,0,0,0
1454.8,2,363,500,1,1,0,1
1876.6,23,1653,406,0,1,0,0
4253.64,6,2096,68,0,0,0,0
2440.02,15,1994,385,0,1,0,0
3305.43,11,1897,385,0,1,1,1
1969.51,0,1668,263,0,1,1,1
3219.2,15,2037,425,1,1,0,1
2247.3,1,3390,266,0,1,0,0
3305.17,11,2823,183,0,1,0,0
4398.17,11,2806,493,0,0,1,0
4755.89,9,25,145,0,1,1,1
4100.92,1,1365,407,0,1,0,1
1406.13,11,1300,297,1,0,0,0
3267.34,20,624,341,1,0,0,0
4117.69,13,2156,500,0,0,0,0
1761.36,5,2681,149,1,1,0,0
2619.33,13,2382,318,1,1,1,1
3010.29,3,930,56,1,1,0,1
4893.53,3,1757,3,1,0,1,1
4977.03,4,1805,498,0,1,1,1
1944.92,20,1481,458,0,0,0,0
2739.58,15,1396,66,0,0,0,0
2982.83,16,1616,362,1,0,1,1
1802.36,0,1356,340,0,0,0,0
92.27,2,1595,134,1,0,1,1
505.33,0,3300,14,1,1,0,1
3910.45,15,2723,105,0,1,0,0
4542.41,17,1861,26,1,1,1,1
3099.31,21,1691,8,1,0,0,0
4996.1,19,671,482,0,1,1,1
3269.75,11,664,63,1,0,0,0
3165.86,20,146,320,1,1,0,1
4123.32,9,504,372,1,0,1,1
4395.29,7,1407,385,0,0,0,0
1942.61,23,2046,22,0,1,1,0
1740.08,20,1060,17,0,1,1,0
2167.32,21,726,262,0,1,0,0
3086.97,6,3663,389,0,0,0,0
1174.73,18,2429,248,1,1,1,1
2518.33,6,3635,247,0,0,1,0
4607.6,8,3861,459,0,1,1,1
2750.56,2,2361,49,1,1,1,1
338.21,22,2614,150,1,0,0,0
982.38,16,1345,372,1,1,1,1
3128.03,5,3489,302,0,0,1,0
619.77,11,3454,96,0,1,0,0
1030.14,20,19,76,1,1,1,1
1720.42,2,1546,405,1,0,1,1
2257.81,0,1550,466,1,0,0,0
1911.75,21,1347,441,1,0,1,0
63.29,9,1029,336,0,1,0,0
686.88,18,1737,335,1,0,0,0
1824.68,21,3069,489,0,1,0,0
1385.07,10,455,53,0,0,0,0
2823.92,14,278,186,1,1,1,1
3280.83,23,909,205,1,1,1,1
3772.93,15,1221,6,0,0,0,0
620.97,1,2849,470,1,0,0,0
2851.4,17,2782,384,1,0,1,1
1114.06,23,3422,296,0,1,1,0
3581.03,20,2267,497,1,1,0,1
4201.35,17,2278,210,0,1,1,1
2224.51,0,3820,64,1,0,1,1
2093.3,14,2115,314,1,0,0,0
2342.33,6,1357,255,0,1,1,0
4524.74,13,3032,2,0,0,0,0
899.7,14,3849,353,0,1,1,0
2473.96,5,3821,45,0,0,0,0
3504.99,22,3642,65,0,0,0,0
2409.43,7,2069,236,1,0,1,0
1540.47,20,755,71,0,0,0,0
1472.9,12,85,28,1,1,1,1
999.35,2,2460,246,1,1,0,1
479.92,11,661,395,1,0,0,0
530.38,0,538,2,1,1,1,1
2193.9,4,551,471,1,1,1,1
4827.84,3,437,240,0,0,1,1
485.04,1,258,134,0,1,0,0
4301.26,6,499,60,0,0,0,0
1957.05,15,3628,156,0,1,1,0
1852.04,1,697,461,1,1,1,1
1364.56,18,265,51,1,0,1,0
2852.24,5,971,249,1,0,0,0
123.8,11,1086,393,1,0,1,0
432.25,0,3150,15,0,0,0,0
1301.75,4,1985,259,0,1,0,0
4392.19,21,3765,246,1,1,1,1
4810.16,0,94,237,0,0,0,0
3014.28,11,3527,452,1,1,0,1
218.92,9,3122,412,0,1,0,0
3353.72,11,3084,85,1,1,1,1
4934.48,5,870,138,1,0,0,0
1709.48,14,2352,296,1,0,1,0
3546.46,0,3691,227,1,0,1,1
1737.85,8,849,471,0,1,0,0
73.55,17,2622,255,0,0,1,0
528.56,19,1335,130,1,0,1,0
608.87,15,1477,88,1,0,1,0
1710.08,8,598,280,0,0,1,0
1595.31,4,2590,214,1,1,1,1
608.57,5,2587,377,0,0,1,0
1914.18,6,418,112,1,0,1,0
3419.79,1,517,42,1,0,1,1
1239.77,15,726,128,0,1,1,0
4353.57,8,724,236,1,1,1,1
4860.86,10,3408,109,1,1,0,1
3521.93,9,2429,1,1,1,0,1
1743.56,4,2012,454,0,1,0,0
4914.41,10,2753,230,1,0,1,1
1281.54,12,1924,447,0,0,1,0
4919.47,21,3525,412,1,0,0,0
3864.13,16,2686,79,1,1,1,1
3094.2,3,2209,117,1,0,0,1
3996.35,22,2260,270,1,0,0,0
1740.26,14,2835,400,1,1,1,1
4902.98,7,1531,397,0,1,0,0
2904.01,18,1912,128,0,0,1,0
60.46,22,2475,348,1,0,0,0
1389.18,4,3378,202,1,0,0,0
70.62,19,2340,233,1,1,0,0
3592.53,1,181,0,1,1,1,1
3493.54,14,3225,221,0,1,0,0
2879.64,11,613,497,0,0,1,0
4700.38,3,298,276,0,1,1,1
2308.98,11,2773,251,0,0,0,0
4537.0,0,754,169,0,0,0,0
3844.45,14,3423,309,0,0,0,0
1847.23,16,308,473,0,1,0,0
1898.72,18,2815,380,1,0,1,0
335.42,8,787,155,0,1,0,0
1553.15,3,3513,459,0,0,1,0
2063.0,8,625,185,0,1,1,0
2935.37,21,992,420,0,1,0,0
1626.23,8,496,475,1,0,1,0
523.45,11,718,71,0,0,0,0
2575.61,21,1602,67,1,0,1,1
1106.97,1,2914,120,0,1,0,0
3092.69,20,3287,137,1,0,0,0
3891.17,22,612,293,1,0,1,1
341.23,12,1601,105,0,1,0,0
2464.58,12,3427,372,0,1,1,0
4286.89,15,1324,159,0,1,1,1
1429.87,10,1363,199,1,0,1,0
2077.62,20,831,216,1,1,1,1
2891.71,14,1761,94,0,1,0,0
2161.06,20,1964,11,1,1,0,0
1698.55,3,3660,106,1,1,1,1
4963.54,1,1479,96,1,0,0,1
2721.02,19,1272,80,1,0,1,1
426.62,22,2741,96,0,1,0,0
1814.44,9,2791,158,0,0,0,0
3288.45,8,612,106,0,0,1,0
3578.74,17,1013,478,1,0,0,0
1308.84,9,1192,116,0,1,1,0
1568.03,21,2,49,1,1,0,1
4025.89,14,606,286,0,0,0,0
2195.53,23,3643,381,1,0,0,0
4939.22,9,854,73,0,0,0,0
186.09,14,1348,209,1,0,1,0
1242.59,21,450,331,0,1,1,0
1313.39,14,1335,273,0,0,1,0
3337.02,21,3135,368,1,1,0,1
1541.91,5,2608,315,1,1,1,1
130.59,18,2266,197,1,0,0,0
2625.19,15,1033,339,1,0,1,1
2908.52,13,2458,253,1,1,1,1
723.96,3,1420,468,0,0,0,0
2450.24,22,1377,355,0,1,0,0
1173.37,23,3968,93,0,1,1,0
2678.96,16,1843,5,0,1,0,0
1211.35,4,1394,173,0,1,0,0
1693.39,16,3200,397,1,1,1,1
3154.33,23,2932,272,0,0,1,0
1233.4,11,999,69,1,0,0,0
2854.31,21,1915,235,1,0,0,0
1463.2,16,816,183,1,1,1,1
3868.19,5,116,157,0,0,0,0
4816.06,6,2707,76,0,1,1,1
4364.23,11,3779,470,0,1,0,0
3807.75,11,1263,166,1,1,0,1
2925.4,22,1084,95,1,1,0,1
4854.27,17,3849,464,0,0,1,0
197.4,17,1985,214,1,1,1,1
4008.89,21,2486,393,1,1,1,1
1594.06,19,2755,379,0,0,1,0
189.47,8,992,40,0,1,0,0
1466.39,2,160,70,0,0,0,0
2430.58,7,3635,316,0,0,0,0
467.46,22,3294,85,0,1,1,0
3697.02,6,3034,53,1,1,1,1
2874.15,15,1728,329,1,0,1,1
2120.13,4,1757,59,0,0,0,0
2233.39,0,861,153,1,0,0,0
4891.8,1,3859,17,1,1,0,1
2573.72,2,3728,58,0,1,0,1
818.63,18,282,435,1,0,1,0
1162.51,15,1462,51,0,0,0,0
4367.46,19,725,161,0,1,0,0
4818.72,4,863,89,1,0,0,1
2024.21,2,3498,131,0,1,0,0
272.39,4,3199,94,0,1,1,1
477.42,18,3929,62,1,0,0,0
4879.34,16,2039,255,0,0,0,0
1772.22,2,1752,278,1,1,1,1
4670.7,22,2420,388,0,1,0,0
1599.56,14,1688,340,0,1,1,0
1974.33,1,1397,488,1,0,0,0
2768.31,11,69,246,1,1,0,1
2074.15,6,2330,466,1,0,0,0
4592.69,19,327,273,1,1,0,1
3017.5,20,3481,64,1,1,0,1
4700.47,16,3081,348,0,0,0,0
3510.83,4,2251,279,0,1,1,1
3379.89,13,1525,21,0,0,1,0
3484.91,21,758,127,1,1,1,1
15.24,8,370,475,1,0,1,0
311.53,8,2266,242,0,1,1,0
4202.79,1,3061,177,0,1,1,1
26.78,12,3226,387,1,1,0,0
199.02,5,2091,438,0,0,1,0
3349.8,19,814,399,0,0,0,0
1726.1,6,3184,399,1,0,1,0
3106.12,0,2439,182,1,1,0,1
3546.29,10,865,177,1,0,1,1
1113.53,18,691,228,0,0,1,0
1921.19,14,2455,402,0,0,0,0
1645.95,0,3277,178,1,1,0,1
2814.94,17,1862,204,1,1,0,1
3684.47,10,923,28,1,1,0,1
1163.0,1,3702,317,1,1,0,1
1065.4,15,1767,64,0,0,0,0
2712.57,9,1542,481,1,1,0,1
2580.68,10,155,132,0,0,1,0
824.4,5,825,52,1,1,0,0
278.36,7,3499,448,0,1,0,0
4900.64,15,2148,259,0,0,0,0
2552.61,9,2007,361,1,0,0,0
1383.99,6,3605,239,0,0,1,0
4118.64,1,2138,22,0,0,0,0
4962.34,10,3735,270,1,0,1,1
4606.54,21,3858,215,0,0,1,0
1682.19,12,627,343,0,0,1,0
647.19,11,1859,109,1,0,0,0
666.95,5,3059,149,1,0,0,0
4915.61,20,2371,85,0,1,0,0
135.1,1,1079,339,1,1,1,1
3323.72,5,720,158,1,0,1,1
1429.32,5,1560,239,1,0,0,0
4519.81,14,1707,415,0,1,0,0
1589.25,7,995,70,1,1,0,0
424.3,6,1002,164,0,0,1,0
3668.8,8,718,6,0,0,0,0
2881.56,0,2967,415,1,1,0,1
3957.14,4,1161,452,1,0,0,1
4415.65,12,1257,276,0,1,0,0
2042.85,17,2316,279,0,0,1,0
2317.18,1,3877,25,0,1,0,0
4886.1,20,2680,269,0,1,0,0
805.06,17,1261,408,0,1,0,0
2902.55,6,3707,500,1,1,0,1
93.32,9,2794,263,1,1,1,1
4109.24,19,911,153,1,1,0,1
3537.27,22,3157,484,1,1,0,1
954.74,20,286,289,1,0,0,0
3844.83,1,2608,349,0,0,0,0
580.82,8,3349,201,0,0,1,0
3019.33,18,1160,89,0,1,1,1
4265.15,6,1497,443,0,1,0,0
4178.02,8,2795,443,1,0,1,1
3711.77,16,3847,355,0,0,1,0
4241.53,8,3122,489,0,1,1,1
2880.77,13,1607,123,0,0,0,0
3157.8,12,983,369,1,1,0,1
737.93,4,3474,233,0,1,0,0
960.21,11,3874,443,0,1,1,0
2542.58,3,193,430,1,0,0,1
83.82,1,2749,463,0,1,1,1
1449.84,5,467,140,1,0,0,0
765.0,22,38,471,1,1,0,1
2310.33,14,3840,95,0,1,1,0
3746.55,18,2744,39,0,0,0,0
2593.04,1,1348,140,0,0,0,0
2725.05,5,3855,425,1,1,0,1
2199.3,6,3763,9,0,0,1,0
102.27,20,2612,48,0,1,1,0
974.95,2,2488,322,1,0,1,1
2833.19,0,964,264,1,1,1,1
4757.68,10,3017,334,1,0,1,1
286.06,0,832,50,0,0,1,0
1033.27,11,3784,304,0,0,1,0
2795.61,22,1393,132,1,0,1,1
3349.71,2,3001,345,1,0,1,1
127.49,6,3989,447,1,0,1,0
302.86,4,2222,147,0,1,1,1
4864.32,15,3973,219,1,1,1,1
2971.19,10,2583,430,0,0,0,0
1076.32,10,3931,489,1,1,1,1
4355.33,20,2055,165,1,1,1,1
3938.28,13,119,39,1,0,0,0
2794.16,21,1981,101,1,1,1,1
1838.71,22,1521,393,0,0,0,0
1459.51,22,2369,243,0,1,0,0
347.42,3,1974,117,0,1,1,1
278.88,7,755,191,1,0,0,0
4434.87,12,2636,425,0,1,0,0
1530.66,0,3501,9,0,1,1,1
537.2,14,121,366,1,0,0,0
528.71,13,2512,23,0,0,1,0
377.4,14,3743,296,1,1,0,0
2142.36,11,562,392,1,1,0,0
4043.73,6,3554,4,1,1,1,1
2986.2,19,1396,466,1,0,0,0
977.67,8,1180,31,0,1,0,0
4825.74,18,1788,154,1,0,1,1
1790.14,18,2934,244,1,1,0,0
4999.44,2,656,358,0,0,0,0
711.93,0,1942,310,1,0,1,1
625.21,16,903,161,1,0,1,0
2011.08,19,3875,422,1,1,1,1
2908.34,6,891,442,0,0,1,0
2137.96,9,1887,438,1,1,0,0
2925.77,2,3179,415,0,0,0,0
2677.72,16,2999,98,1,1,0,1
2929.93,5,906,387,1,0,0,0
451.62,10,532,234,0,1,1,0
1685.12,5,2817,480,1,0,0,0
3056.91,12,2501,485,0,1,1,1
2545.46,5,2249,455,1,0,1,1
3205.08,18,101,52,0,1,1,1
1283.18,17,1876,271,1,0,0,0
1700.72,8,65,395,1,1,1,1
4641.59,14,1719,139,1,0,1,1
2799.92,11,3666,368,1,1,1,1
3199.24,13,1294,477,0,1,1,1
4110.34,13,127,21,0,0,1,0
3778.58,13,3628,154,1,0,1,1
3861.65,8,1845,130,0,0,0,0
844.6,22,3104,274,1,1,0,0
4361.6,16,1660,187,1,1,1,1
2332.4,2,297,279,0,1,1,1
3348.46,2,2290,453,1,1,1,1
714.98,2,3697,271,1,1,1,1
4483.87,23,3351,29,0,1,1,1
1179.54,3,352,255,1,1,1,1
4857.15,21,174,217,1,1,1,1
2013.78,11,186,76,0,1,1,0
318.41,5,3069,196,1,0,0,0
845.03,20,1870,93,0,1,1,0
2479.6,17,2110,254,1,1,0,0
2740.1,19,561,223,1,1,1,1
3250.76,4,1078,322,0,1,1,1
855.13,19,959,182,1,1,1,1
393.37,18,2175,130,0,0,0,0
1708.93,6,2670,319,1,1,1,1
2279.36,4,829,207,0,1,1,1
4094.66,7,3912,67,1,0,1,1
3163.39,19,1679,459,1,1,1,1
1444.48,23,398,200,1,0,0,0
2106.0,11,3488,55,0,1,0,0
2062.47,22,818,57,1,0,0,0
2284.6,12,3597,410,1,0,1,0
875.53,11,38,43,1,0,0,0
549.57,6,899,109,0,0,0,0
3801.04,7,3323,299,0,0,1,0
1145.06,7,3812,118,0,0,0,0
3964.07,17,2007,120,0,0,0,0
1976.65,4,454,230,0,1,0,0
1622.0,7,2207,324,1,1,0,0
3904.68,18,2229,296,0,0,0,0
4683.5,20,1244,310,1,1,0,1
2914.38,0,2488,482,1,0,1,1
3133.84,22,1512,494,1,1,0,1
2102.59,4,202,487,0,1,0,0
4177.88,17,1914,97,1,0,1,1
17.08,1,2468,356,1,1,0,1
2952.43,7,1449,117,0,1,0,0
1477.28,14,2203,28,0,0,0,0
3260.87,16,3131,327,0,0,0,0
1813.48,9,381,442,1,0,1,0
4406.3,23,3747,111,0,0,1,0
3970.54,6,2886,115,1,1,1,1
1467.96,2,2155,41,1,0,1,1
2167.68,5,3497,303,0,0,1,0
208.38,10,1102,329,0,0,0,0
1969.44,4,588,477,1,1,0,1
4252.31,12,2801,117,0,1,0,0
4348.99,15,2821,261,0,0,0,0
1873.43,3,62,210,0,0,1,1
4550.52,8,3593,216,0,0,1,0
3982.34,17,3036,50,1,0,0,0
859.4,4,2595,96,1,1,1,1
3108.62,12,3501,175,1,0,1,1
1564.6,21,151,464,1,0,1,0
3134.73,19,3618,254,0,0,1,0
1946.61,1,645,259,1,1,0,1
1552.87,4,2402,353,0,1,0,0
3039.74,20,992,484,1,1,0,1
2956.76,22,3339,49,1,0,1,1
2334.17,4,2000,382,0,0,1,0
3618.93,11,637,330,0,0,1,0
1893.29,0,3593,325,0,1,1,1
614.07,17,505,63,0,1,0,0
3888.51,12,2969,450,1,1,1,1
2085.19,21,2070,158,0,0,0,0
2297.59,12,2914,457,1,1,1,1
3103.99,2,697,462,0,1,1,1
2301.79,16,1785,337,1,0,1,0
1517.25,15,238,24,1,0,1,0
868.9,10,2554,349,0,0,1,0
328.97,20,2237,148,0,0,1,0
3042.58,16,1045,86,0,1,0,0
4518.86,11,1826,307,1,0,1,1
691.92,3,438,175,1,1,1,1
3415.17,20,1615,197,0,0,0,0
1784.47,8,1462,162,0,1,1,0
1812.97,14,2413,183,0,1,1,0
1010.53,2,2544,244,0,0,0,0
1470.78,17,2618,101,0,1,1,0
2978.07,14,2743,470,0,0,1,0
4464.46,22,1291,64,0,1,1,1
1066.94,22,279,174,0,1,1,0
4418.81,6,2867,289,0,0,0,0
781.31,4,511,222,1,1,0,1
83.18,4,286,29,0,0,0,0
2030.45,0,3747,387,0,1,1,1
2425.73,14,306,471,1,1,0,0
3343.46,6,398,190,0,0,0,0
384.91,2,539,494,0,1,1,1
1008.28,19,42,147,0,0,1,0
1065.49,14,2959,465,1,1,1,1
4228.61,6,1129,341,1,1,1,1
3684.63,17,2215,446,0,1,1,1
2943.09,17,2197,457,0,1,0,0
4553.08,14,3803,430,1,0,0,0
2256.48,22,819,146,1,0,0,0
1039.36,23,923,162,0,0,0,0
3328.23,16,1221,384,1,0,0,0
2189.66,22,2749,179,1,1,1,1
4334.66,17,1948,32,1,0,0,0
3915.63,6,2346,112,1,0,0,0
2453.92,21,1999,314,0,0,1,0
310.56,0,1566,292,1,0,0,0
4307.28,4,2947,2,1,1,0,1
2251.5,2,3653,405,1,0,0,0
942.2,19,2305,406,1,1,1,1
3790.43,23,1672,336,0,0,0,0
1540.66,18,1390,362,0,1,0,0
768.36,21,2124,441,1,0,1,0
1301.94,2,1385,253,1,0,0,0
4085.61,21,492,376,0,1,1,1
1203.83,21,3251,103,1,1,1,1
4940.23,22,3896,421,1,1,1,1
1758.72,10,3221,17,1,0,0,0
3307.44,4,831,215,1,1,1,1
3064.37,0,3233,231,1,0,1,1
700.6,6,2908,268,0,0,0,0
4922.41,2,1577,67,0,0,0,0
1039.16,2,41,52,1,0,0,1
684.11,22,206,235,1,0,1,0
4889.37,7,2275,412,1,0,0,0
2278.43,11,3791,108,1,0,0,0
3510.59,1,2076,129,1,0,1,1
2588.3,16,3252,175,1,0,0,0
196.58,15,2662,0,0,1,1,1
1374.72,18,2917,411,1,1,1,1
752.23,16,1101,158,1,1,1,1
3489.96,17,440,26,1,0,0,0
2139.21,14,3694,112,1,0,0,0
1157.08,7,3344,433,0,0,0,0
1883.26,18,233,211,0,0,0,0
4673.24,17,930,97,0,0,0,0
1273.32,2,2517,107,1,1,1,1
1162.93,7,1564,380,0,0,0,0
3200.31,4,130,91,0,1,1,1
3369.27,18,2611,161,1,0,1,1
2559.23,18,3168,59,1,0,1,1
4120.2,21,3984,425,0,0,0,0
4997.03,7,567,235,1,0,1,1
1568.36,4,933,482,1,1,1,1
3404.99,0,3705,371,0,1,0,1
3128.64,10,610,287,0,1,0,0
430.69,16,2916,100,1,1,1,1
2684.11,1,3871,475,1,0,1,1
4825.88,6,1667,456,0,0,1,0
1174.64,7,3074,500,1,1,0,0
2668.71,8,1974,384,0,0,0,0
2867.12,17,22,234,0,0,1,1
2969.81,15,556,236,1,1,1,1
3494.25,14,1553,61,0,1,1,1
486.33,17,54,117,1,0,1,1
1479.86,16,2927,170,1,0,1,0
2784.41,11,2947,250,1,0,0,0
2501.74,3,1361,142,1,0,1,1
702.62,8,3650,120,1,1,0,0
2410.77,17,2281,197,0,1,1,0
3882.64,17,755,13,1,1,0,1
714.01,19,3566,86,0,0,1,0
4319.61,10,3333,408,0,1,1,1
2576.18,16,3946,304,0,0,1,0
3400.91,23,2273,361,0,0,1,0
3313.69,14,571,325,1,0,1,1
4123.32,4,2739,113,0,1,0,1
339.79,2,1330,318,1,1,0,1
1009.68,2,1225,36,0,1,1,1
918.93,1,664,218,1,1,0,1
4402.19,8,1229,392,1,0,1,1
1702.32,14,2860,196,0,1,1,0
739.73,18,2119,5,0,1,1,0
790.53,4,1923,90,0,1,0,0
1387.55,21,184,495,0,0,1,0
4435.64,0,2557,179,0,0,1,1
4719.31,21,3205,382,1,1,1,1
4877.64,0,3434,143,1,0,1,1
3453.1,5,1884,478,1,1,0,1
1954.81,22,3128,255,0,0,1,0
1421.73,3,3006,77,0,1,0,0
3384.17,5,2472,380,1,1,1,1
3355.41,22,520,389,0,0,0,0
4633.52,17,3636,454,0,1,0,0
3256.65,8,1152,212,1,1,0,1
1479.01,16,303,437,1,1,1,1
2781.5,22,3389,208,1,1,1,1
235.92,0,3206,232,1,1,1,1
1874.29,15,770,336,0,1,0,0
3724.65,14,896,352,1,1,1,1
4468.44,1,2910,364,1,0,0,1
4706.67,19,3714,62,1,1,1,1
2780.29,4,906,482,0,1,1,1
